name,id,nametype,type,class,group,mass (g),fall,year,reclat,reclong,GeoLocation
Asuka 882018,4727,Valid,Stony,Ordinary,L,60.66,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882019,4728,Valid,Stony,Ordinary,L,230.6,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882020,4729,Valid,Stony,Ordinary,L6,41.85,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882021,4730,Valid,Stony,Ordinary,L6,3547,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882022,4731,Valid,Stony,Ordinary,L6,256.61,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882023,4732,Valid,Stony-Iron,Achondrites,Mesosiderite,1115.45,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882024,4733,Valid,Stony,Ordinary,H5,107.44,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882026,4735,Valid,Stony,Ordinary,L6,1446.84,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882028,4737,Valid,Stony,Ordinary,H5,10.17,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882029,4738,Valid,Stony,Ordinary,L6,273.4,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882030,4739,Valid,Stony,Ordinary,H5,335.19,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882031,4740,Valid,Stony,Ordinary,L6,328.29,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882033,4742,Valid,Stony,Ordinary,L6,51.63,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882034,4743,Valid,Stony,Ordinary,L6,72.83,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882035,4744,Valid,Stony,Ordinary,L6,280.55,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882036,4745,Valid,Stony,Ordinary,L6,123.35,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882037,4746,Valid,Stony,Ordinary,L6,142.28,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882038,4747,Valid,Stony,Ordinary,L3,303.89,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882039,4748,Valid,Stony,Enstatite,EL6,383.92,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882040,4749,Valid,Stony,Ordinary,L6,212.85,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882041,4750,Valid,Stony,Ordinary,L6,149.88,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882042,4751,Valid,Stony,Ordinary,H4,2504,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882043,4752,Valid,Stony,Ordinary,H5,27.7,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882045,4754,Valid,Stony,Ordinary,H4,58.14,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882046,4755,Valid,Stony,Ordinary,H5,90.7,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882047,4756,Valid,Stony,Ordinary,H5,15.82,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882048,4757,Valid,Stony,Ordinary,L6,492.3,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882049,4758,Valid,Stony,Ordinary,H6,250.83,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882051,4760,Valid,Stony,Ordinary,L6,83.16,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882052,4761,Valid,Stony,Ordinary,L6,136.94,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882053,4762,Valid,Stony,Ordinary,H3,63.59,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882054,4763,Valid,Stony,Ordinary,H4,869.7,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882055,4764,Valid,Stony,Ordinary,L4,213.51,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882056,4765,Valid,Stony,Ordinary,L6,40.19,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882057,4766,Valid,Stony,Ordinary,H4,274.92,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882058,4767,Valid,Stony,Ordinary,H4,2902,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882059,4768,Valid,Stony,Enstatite,EH3,33.52,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882060,4769,Valid,Stony,Ordinary,H4,554.12,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882061,4770,Valid,Stony,Ordinary,LL6,528.4,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882062,4771,Valid,Stony,Ordinary,H4,1728.59,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882063,4772,Valid,Stony,Ordinary,H4,1171.38,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882065,4774,Valid,Stony,Ordinary,H6,100.85,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882066,4775,Valid,Stony,Ordinary,LL6,104.54,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882067,4776,Valid,Stony,Enstatite,EL3,15.62,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882068,4777,Valid,Stony,Ordinary,L4,303.14,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882069,4778,Valid,Stony,Ordinary,H4,264.61,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882070,4779,Valid,Stony,Ordinary,L4,65.48,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882071,4780,Valid,Stony,Ordinary,H5,16.83,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882073,4782,Valid,Stony,Ordinary,H3,296.44,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882074,4783,Valid,Stony,Ordinary,LL4,251.96,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882076,4785,Valid,Stony,Ordinary,H6,269.73,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882078,4787,Valid,Stony,Ordinary,H5,14.03,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882079,4788,Valid,Stony,Ordinary,H5,28.97,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882081,4790,Valid,Stony,Ordinary,H4,89.06,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882082,4791,Valid,Stony,Ordinary,H5,48.97,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882083,4792,Valid,Stony,Ordinary,H6,569.07,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882084,4793,Valid,Stony,Ordinary,LL4,151.56,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882085,4794,Valid,Stony,Ordinary,L6,101.24,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882086,4795,Valid,Stony,Ordinary,H3,107.78,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882087,4796,Valid,Stony,Ordinary,L6,213.2,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882088,4797,Valid,Stony,Ordinary,L,11.37,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882089,4798,Valid,Stony,Ordinary,H4,19.42,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882090,4799,Valid,Stony,Ordinary,L6,12.56,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882091,4800,Valid,Stony,Ordinary,H5,189.63,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882092,4801,Valid,Stony,Ordinary,LL4,73.81,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882093,4802,Valid,Stony,Ordinary,H4,1606.34,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882094,4803,Valid,Stony,Carbonaceous,CO3,112.89,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882095,4804,Valid,Stony,Ordinary,H4,133.64,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882096,4805,Valid,Stony,Ordinary,L5,56.75,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882097,4806,Valid,Stony,Ordinary,L4,280.77,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882098,4807,Valid,Stony,Ordinary,LL4,180.9,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882099,4808,Valid,Stony,Ordinary,LL4,22.19,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882101,4810,Valid,Stony,Ordinary,L6,35.62,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882102,4811,Valid,Stony,Ordinary,L3,992.45,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882103,4812,Valid,Stony,Ordinary,LL6,126.01,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882104,4813,Valid,Stony,Ordinary,L6,14.31,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882105,4814,Valid,Stony,Ordinary,H4,61.9,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882106,4815,Valid,Stony,Ordinary,L6,290.34,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882107,4816,Valid,Stony,Ordinary,L6,23.58,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882108,4817,Valid,Stony,Ordinary,L4,532.11,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882109,4818,Valid,Stony,Ordinary,L,171.03,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882110,4819,Valid,Stony,Ordinary,H4,66.21,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882111,4820,Valid,Stony,Ordinary,LL5,59.27,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882113,4822,Valid,Stony,Carbonaceous,C4,53.98,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882114,4823,Valid,Stony,Ordinary,L6,855.61,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882115,4824,Valid,Stony,Ordinary,H4,86.06,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882116,4825,Valid,Stony,Ordinary,H4,163.8,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882118,4827,Valid,Stony,Ordinary,LL3,48.61,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882119,4828,Valid,Stony,Ordinary,L4,219.62,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882120,4829,Valid,Stony,Ordinary,H4,155.59,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882121,4830,Valid,Stony,Ordinary,H6,3686,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882122,4831,Valid,Stony,Ordinary,H4,214.93,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 882123,4832,Valid,Stony,Ordinary,H3,21.83,Found,1988-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87007,2364,Valid,Stony,Ordinary,L4,1.76,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87008,2365,Valid,Stony,Ordinary,L4,1071.86,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87010,2367,Valid,Stony,Ordinary,L6,2066.83,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87012,2369,Valid,Stony,Ordinary,H5,20.75,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87016,2373,Valid,Stony,Ordinary,H4,26.23,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87017,2374,Valid,Stony,Ordinary,H4,35.02,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87019,2376,Valid,Stony,Ordinary,H4,28.71,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87020,2377,Valid,Stony,Ordinary,H4,31.08,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87021,2378,Valid,Stony,Ordinary,H4,17.52,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87025,2382,Valid,Stony,Ordinary,H4,53.52,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87027,2384,Valid,Stony,Ordinary,H4,21.14,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87029,2386,Valid,Stony,Ordinary,L4,5443.51,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87031,2388,Valid,Stony,Primitive Achondrites,Ureilite,15.21,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87034,2391,Valid,Stony,Ordinary,L4,19064.5,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87035,2392,Valid,Stony,Ordinary,L4,85.94,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87053,2410,Valid,Stony,Ordinary,L6,91.74,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87054,2411,Valid,Stony,Ordinary,H5,35.6,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87055,2412,Valid,Stony,Ordinary,L6,29.61,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87056,2413,Valid,Stony,Ordinary,H5,10.88,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87074,2431,Valid,Stony,Ordinary,L4,847.07,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87075,2432,Valid,Stony,Ordinary,L6,71.87,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87077,2434,Valid,Stony,Ordinary,L6,53.25,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87078,2435,Valid,Stony,Ordinary,H4,31.8,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87079,2436,Valid,Stony,Ordinary,H5,22.95,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87082,2439,Valid,Stony,Ordinary,L6,15.01,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87084,2441,Valid,Stony,Ordinary,L6,69.63,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87086,2443,Valid,Stony,Ordinary,L6,17.27,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87087,2444,Valid,Stony,Ordinary,L6,24.09,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87088,2445,Valid,Stony,Ordinary,L6,56.47,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87090,2447,Valid,Stony,Ordinary,L6,13.57,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87092,2449,Valid,Stony,Ordinary,L6,13.9,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87095,2452,Valid,Stony,Ordinary,L6,11.23,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87097,2454,Valid,Stony,Ordinary,L6,16.82,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87098,2455,Valid,Stony,Ordinary,L3,10.75,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87099,2456,Valid,Stony,Ordinary,L6,417.07,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87100,2457,Valid,Stony,Ordinary,L6,18.69,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87101,2458,Valid,Stony,Ordinary,L6,17.38,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87104,2461,Valid,Stony,Ordinary,H4,86.71,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87105,2462,Valid,Stony,Ordinary,L6,253.65,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87106,2463,Valid,Stony-Iron,Achondrites,Mesosiderite,35.19,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87108,2465,Valid,Stony,Ordinary,L6,311.57,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87110,2467,Valid,Stony,Ordinary,L6,76.73,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87112,2469,Valid,Stony,Ordinary,L6,74.9,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87113,2470,Valid,Stony,Ordinary,H6,1.36,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87115,2472,Valid,Stony,Ordinary,L6,32.31,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87116,2473,Valid,Stony,Ordinary,H4,350.91,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87119,2476,Valid,Stony,Ordinary,L5,39.19,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87122,2479,Valid,Stony,Achondrites,Eucrite,15.9,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87123,2480,Valid,Stony,Ordinary,H5,12.22,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87124,2481,Valid,Stony,Ordinary,H3,61.5,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87127,2484,Valid,Stony,Carbonaceous,CK6,19.12,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87128,2485,Valid,Stony,Ordinary,H6,909.55,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87129,2486,Valid,Stony,Ordinary,H3,20.23,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87130,2487,Valid,Stony,Ordinary,H6,19.31,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87136,2493,Valid,Stony,Ordinary,LL6,156.82,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87137,2494,Valid,Stony,Ordinary,H3,66.85,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87138,2495,Valid,Stony,Ordinary,H4,98.26,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87139,2496,Valid,Stony,Ordinary,L6,29.69,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87141,2498,Valid,Stony,Ordinary,L6,56.16,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87142,2499,Valid,Stony,Ordinary,L3,27.99,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87144,2501,Valid,Stony,Ordinary,H4,29.46,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87145,2502,Valid,Stony,Ordinary,L6,94.56,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87146,2503,Valid,Stony,Achondrites,Diogenite,118.72,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87147,2504,Valid,Stony,Achondrites,Diogenite,205.39,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87148,2505,Valid,Stony,Ordinary,L6,229.74,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87150,2507,Valid,Stony,Ordinary,L4,119.32,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87151,2508,Valid,Stony,Ordinary,H4,33.19,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87152,2509,Valid,Stony,Ordinary,H4,28.99,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87153,2510,Valid,Stony,Ordinary,L3,142.51,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87154,2511,Valid,Stony,Ordinary,L3,115.39,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87155,2512,Valid,Stony,Ordinary,L3,148.19,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87156,2513,Valid,Stony,Ordinary,H4,71.76,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87157,2514,Valid,Stony,Ordinary,H5,20.3,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87158,2515,Valid,Stony,Ordinary,H5,42.66,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87160,2517,Valid,Stony,Ordinary,H5,35.58,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87161,2518,Valid,Stony,Ordinary,H5,106.46,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87162,2519,Valid,Stony,Ordinary,L4,37.89,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87163,2520,Valid,Stony,Ordinary,L6,49.13,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87164,2521,Valid,Stony,Ordinary,H5,58.59,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87165,2522,Valid,Stony,Ordinary,L5,568.92,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87166,2523,Valid,Stony,Ordinary,L3,262.4,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87167,2524,Valid,Stony,Ordinary,L3,246.66,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87168,2525,Valid,Stony,Ordinary,L3,29.44,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87169,2526,Valid,Stony,Ordinary,L5,377.67,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87170,2527,Valid,Stony,Ordinary,L3,98.42,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87171,2528,Valid,Stony,Ordinary,H4,45.52,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87172,2529,Valid,Stony,Ordinary,H5,50.22,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87173,2530,Valid,Stony,Ordinary,L6,285.83,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87174,2531,Valid,Stony,Ordinary,H4,43.57,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87175,2532,Valid,Stony,Ordinary,H5,79.34,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87176,2533,Valid,Stony,Ordinary,H4,93.75,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87177,2534,Valid,Stony,Ordinary,H6,32.69,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87178,2535,Valid,Stony,Ordinary,H5,241.93,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87179,2536,Valid,Stony,Ordinary,LL6,72.77,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87180,2537,Valid,Stony,Ordinary,L3,133.04,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87181,2538,Valid,Stony,Ordinary,H5,60.7,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87182,2539,Valid,Stony,Ordinary,H4,11.16,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87183,2540,Valid,Stony,Ordinary,H5,55,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87184,2541,Valid,Stony,Ordinary,LL3,13.84,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87185,2542,Valid,Stony,Ordinary,H6,48.86,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87186,2543,Valid,Stony,Ordinary,H4,29.67,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87187,2544,Valid,Stony,Ordinary,H5,31.85,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87188,2545,Valid,Stony,Ordinary,H5,30.01,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87189,2546,Valid,Stony,Ordinary,H5,57.29,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87190,2547,Valid,Stony,Ordinary,LL6,35.24,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87191,2548,Valid,Stony,Ordinary,H4,54.41,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87192,2549,Valid,Stony,Ordinary,H4,67.44,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87193,2550,Valid,Stony,Ordinary,H5,87.43,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87194,2551,Valid,Stony,Ordinary,LL4,26.26,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87195,2552,Valid,Stony,Ordinary,H5,73.1,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87196,2553,Valid,Stony,Ordinary,L6,168.06,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87197,2554,Valid,Stony,Ordinary,H4,124.99,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87198,2555,Valid,Stony,Ordinary,H4,34.36,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87199,2556,Valid,Stony,Ordinary,L3,77.76,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87200,2557,Valid,Stony,Ordinary,L3,449.09,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87201,2558,Valid,Stony,Ordinary,L6,138.74,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87202,2559,Valid,Stony,Ordinary,H5,54.85,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87204,2561,Valid,Stony,Ordinary,H4,27.73,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87205,2562,Valid,Stony,Ordinary,H4,55.41,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87206,2563,Valid,Stony,Ordinary,H4,33.9,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87207,2564,Valid,Stony,Ordinary,H4,55.48,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87208,2565,Valid,Stony,Ordinary,H5,37.65,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87209,2566,Valid,Stony,Ordinary,H5,16.89,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87210,2567,Valid,Stony,Ordinary,L6,43.16,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87211,2568,Valid,Stony,Ordinary,H4,73.44,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87212,2569,Valid,Stony,Ordinary,H4,29.45,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
Asuka 87213,2570,Valid,Stony,Ordinary,H6,15.78,Found,1987-01-01,-72,26,"(-72.000000, 26.000000)"
